name,stars,score,score_location,score_cleaning,score_service,score_value_money,ranking,price,price_range,opinions,opinions_excellent,opinions_good,opinions_normal,opinions_bad,opinions_awful,num_qa,nearby_restaurants,nearby_attractions,zone,latitude,longitude,has_swimming_pool,has_bar,has_restaurant,has_breakfast,has_gym,has_reception_24h,has_ac,has_strongbox,admits_pets,rooms,suites,sea_views_rooms,non_smoking_rooms,landmarks_views_rooms,city_views_rooms,family_rooms,style,tripadvisor_clasification,language_spanish,language_catalan,language_french,language_english,language_italian,language_bulgarian,language_russian,language_portuguese,prat_distance,timestamp
Hotel Medium Prisma,2.0,4.0,4.0,4.5,4.0,4.0,347.0,170.0,67 € - 812 €,372.0,98.0,146.0,89.0,24.0,15.0,6.0,210.0,14.0,Les Corts de Sarrià / Les Corts,41.389137,2.143106,False,False,False,True,False,False,True,False,False,48.0,False,False,True,False,False,False,,86 de 100,False,False,False,False,False,False,False,False,11,2020-11-02 16:52:29.139116
Hotel Laumon,3.0,4.0,4.0,4.5,4.5,4.0,273.0,110.0,52 € - 129 €,551.0,198.0,246.0,70.0,20.0,17.0,17.0,33.0,10.0,La Sagrera / Sant Andreu,41.42318,2.190679,False,False,False,True,False,False,True,True,False,28.0,False,False,True,False,False,False,Barrio residencial,74 de 100,False,False,False,False,False,False,False,False,17,2020-11-02 16:52:33.802113
Hotel Condal,2.0,3.5,5.0,4.0,4.0,4.0,348.0,,68 € - 255 €,627.0,117.0,304.0,140.0,37.0,29.0,10.0,779.0,320.0,Ciutat Vella / Barrio Gòtico (Barri Gòtic) / El Congrés i els Indians,41.381512,2.174211,False,False,False,False,False,True,True,False,False,53.0,False,False,True,False,False,False,Céntrico,100 de 100,True,True,False,True,False,False,False,False,12,2020-11-02 16:52:37.162593
Hotel La Casa del Sol,3.0,4.5,5.0,5.0,4.5,4.5,328.0,102.0,81 € - 135 €,92.0,62.0,23.0,5.0,1.0,1.0,1.0,476.0,91.0,Vila de Gràcia / Gracia,41.401402,2.156567,True,True,True,True,False,True,True,True,True,18.0,False,False,True,False,False,False,Joya oculta,100 de 100,True,True,True,True,False,False,False,False,13,2020-11-02 16:52:40.522498
chic&basic Velvet,3.0,4.0,4.0,4.0,4.0,4.0,346.0,94.0,51 € - 118 €,95.0,47.0,27.0,12.0,7.0,2.0,0.0,231.0,30.0,El Ensanche (Eixample) / La Nova Esquerra de l'Eixample,41.379307,2.150187,False,False,False,True,False,True,True,True,False,50.0,False,False,True,False,False,False,Familiar,100 de 100,True,True,True,True,False,False,True,False,11,2020-11-02 16:52:47.559994
Hesperia Sant Joan,3.0,4.0,3.5,4.0,4.0,4.0,271.0,71.0,51 € - 121 €,1015.0,303.0,460.0,183.0,47.0,22.0,126.0,52.0,5.0,Barcelona,41.373234,2.070631,True,True,True,True,True,True,True,True,False,128.0,True,False,True,False,False,True,Familiar,51 de 100,True,True,True,True,False,False,False,True,8,2020-11-02 16:52:51.187613
Hotel Oasis,2.0,3.5,4.5,4.0,4.0,4.0,302.0,120.0,58 € - 195 €,1360.0,322.0,620.0,239.0,97.0,83.0,29.0,449.0,138.0,"Ciutat Vella / Sant Pere / Sant Pere, Santa Caterina i la Ribera",41.382774,2.18472,True,True,True,True,False,True,True,True,False,98.0,False,False,True,False,False,True,,100 de 100,True,True,True,True,True,False,True,False,13,2020-11-02 16:52:58.147048
Rhonda House,3.0,3.0,3.5,3.0,3.0,3.0,401.0,61.0,39 € - 107 €,802.0,74.0,256.0,234.0,112.0,126.0,29.0,419.0,78.0,Ciutat Vella / El Raval,41.381218,2.163987,False,True,False,True,False,True,True,True,False,87.0,False,False,True,False,False,False,,100 de 100,True,True,False,True,True,False,False,False,11,2020-11-02 16:53:04.526577
Vilana Hotel,4.0,3.5,3.5,4.0,4.0,3.0,393.0,,79 € - 165 €,155.0,46.0,61.0,21.0,10.0,17.0,8.0,50.0,10.0,Sant Gervasi-La Bonanova,41.404835,2.128921,False,True,True,True,True,True,True,True,False,20.0,False,False,True,False,False,False,Barrio residencial,84 de 100,True,True,True,True,False,False,True,False,13,2020-11-02 16:53:11.714095
Eurohotel Diagonal Port,4.0,3.5,3.5,4.0,3.5,3.5,394.0,62.0,66 € - 124 €,718.0,108.0,274.0,198.0,85.0,53.0,42.0,116.0,16.0,Diagonal Mar i el Front Marítim del Poblenou / Sant Martí,41.400528,2.209035,False,True,True,True,False,True,True,True,False,115.0,True,False,True,False,False,False,,88 de 100,True,True,True,True,True,False,True,False,16,2020-11-02 16:53:32.937152
Hotel Peninsular,1.0,3.0,4.5,3.5,3.5,3.5,403.0,87.0,61 € - 97 €,879.0,105.0,322.0,241.0,105.0,106.0,22.0,629.0,227.0,Ciutat Vella / El Raval,41.379635,2.172417,False,False,False,True,False,True,True,False,False,110.0,False,False,True,False,False,False,,100 de 100,True,True,True,True,True,False,False,False,12,2020-11-02 16:53:40.161580
Residencia Salesiana Marti-Codolar,2.0,3.5,3.5,3.5,3.5,4.0,396.0,,,290.0,49.0,117.0,79.0,21.0,24.0,18.0,14.0,2.0,La Vall d'Hebron / Horta-Guinardó,41.428871,2.150001,False,False,True,True,False,False,False,False,False,99.0,False,False,True,False,False,False,Económico,88 de 100,True,False,False,False,False,False,False,False,16,2020-11-02 16:53:43.523150
Hotel Monegal,2.0,3.5,5.0,3.5,3.5,3.5,408.0,69.0,48 € - 118 €,599.0,84.0,200.0,187.0,71.0,58.0,10.0,590.0,194.0,Ciutat Vella / Plaça de Catalunya / La Rambla / El Raval,41.385456,2.169713,False,False,False,True,False,True,True,True,False,50.0,False,False,True,True,True,False,Vistas a la ciudad,100 de 100,True,True,True,True,True,False,True,False,12,2020-11-02 16:53:46.721306
Balmes Residence,4.0,4.5,4.5,4.5,4.5,4.5,378.0,,92 € - 254 €,53.0,27.0,16.0,9.0,1.0,0.0,10.0,561.0,112.0,El Ensanche (Eixample) / L'Antiga Esquerra de l'Eixample,41.391212,2.159096,True,False,True,True,True,False,False,False,True,116.0,False,False,True,False,False,True,Familiar,100 de 100,True,True,True,True,True,False,False,False,12,2020-11-02 16:53:50.364822
Kimpton Vividora Hotel,,4.5,5.0,4.0,5.0,5.0,369.0,187.0,147 € - 312 €,20.0,15.0,4.0,1.0,0.0,0.0,2.0,677.0,289.0,Ciutat Vella / Barrio Gòtico (Barri Gòtic) / El Congrés i els Indians,41.384632,2.172771,True,True,True,True,True,True,True,True,True,156.0,True,False,True,True,True,True,,100 de 100,True,True,False,True,False,False,True,False,12,2020-11-02 16:53:54.417548
Hotel Transit,1.0,3.5,4.5,3.5,3.5,4.0,374.0,67.0,48 € - 117 €,326.0,42.0,138.0,103.0,22.0,21.0,14.0,216.0,23.0,Sants-Montjuïc / Hostafrancs,41.378201,2.143144,False,False,False,False,False,False,True,True,False,33.0,False,False,True,False,False,False,Económico,100 de 100,True,False,True,True,True,False,False,False,10,2020-11-02 16:54:00.222618
Residencia Universitaria San Agustin,1.0,3.5,5.0,4.0,4.0,4.0,411.0,,,62.0,14.0,29.0,9.0,4.0,6.0,3.0,709.0,276.0,Ciutat Vella / El Raval,41.380959,2.1724,False,True,False,False,False,True,True,False,False,75.0,False,False,True,False,False,False,Económico,100 de 100,True,True,True,True,True,False,False,True,12,2020-11-02 16:54:04.769591
Hotel Adagio,2.0,3.5,4.5,4.0,4.0,3.5,356.0,77.0,53 € - 132 €,615.0,111.0,266.0,146.0,56.0,36.0,16.0,753.0,325.0,Ciutat Vella / Barrio Gòtico (Barri Gòtic) / El Congrés i els Indians,41.381123,2.175099,False,True,True,True,False,False,True,False,False,38.0,False,False,True,False,False,False,Céntrico,100 de 100,False,False,False,False,False,False,False,False,12,2020-11-02 16:54:12.692988
Barcelona Atiram Hotel,4.0,3.5,5.0,4.0,3.5,3.5,388.0,,,316.0,50.0,138.0,85.0,23.0,20.0,3.0,493.0,136.0,El Ensanche (Eixample) / Plaça de Catalunya / Passeig de Gràcia / La Dreta de l'Eixample,41.389008,2.170018,False,True,True,True,False,False,True,False,True,72.0,False,False,True,False,False,False,,100 de 100,False,False,False,False,False,False,False,False,12,2020-11-02 16:54:17.179204
Onix Fira,3.0,3.5,4.5,4.0,3.5,3.5,395.0,97.0,54 € - 135 €,832.0,106.0,321.0,264.0,83.0,58.0,20.0,230.0,32.0,El Ensanche (Eixample) / La Nova Esquerra de l'Eixample,41.376984,2.149722,True,False,False,True,False,True,True,True,False,80.0,False,False,True,False,False,False,Vistas al parque,100 de 100,True,True,True,True,False,False,False,False,10,2020-11-02 16:54:20.562080
Hotel Brick,1.0,5.0,5.0,5.0,5.0,5.0,399.0,92.0,65 € - 120 €,12.0,11.0,1.0,0.0,0.0,0.0,3.0,156.0,30.0,Sants-Montjuïc / La Font de la Guatlla,41.372459,2.14622,False,False,False,True,False,True,True,True,False,,False,False,True,False,True,True,,100 de 100,True,True,True,True,True,False,False,False,10,2020-11-02 16:54:28.244519
Canigo Hostal,,4.0,4.0,4.0,3.5,4.0,416.0,,41 € - 101 €,34.0,5.0,21.0,6.0,2.0,0.0,2.0,79.0,12.0,Horta-Guinardó / El Guinardó,41.415359,2.17704,False,False,False,False,False,False,True,False,False,8.0,False,False,True,False,False,False,,98 de 100,False,False,False,False,False,False,False,False,15,2020-11-02 16:54:32.219694
Hotel Fornos,2.0,3.5,4.5,3.5,3.0,3.5,419.0,,74 € - 184 €,180.0,25.0,49.0,67.0,24.0,15.0,6.0,669.0,271.0,Ciutat Vella / La Rambla / El Congrés i els Indians,41.379547,2.174677,False,False,False,True,False,False,True,True,False,30.0,False,False,True,False,False,False,,100 de 100,False,False,False,False,False,False,False,False,12,2020-11-02 16:54:35.980687
Barcelo Montserrat,,4.0,3.5,4.5,4.0,4.0,400.0,,69 € - 129 €,98.0,38.0,32.0,18.0,8.0,2.0,1.0,63.0,28.0,Vallcarca i els Penitents / Gracia,41.418251,2.14177,True,True,True,True,True,False,True,False,False,150.0,True,False,True,False,False,False,Vistas fantásticas,86 de 100,False,False,False,False,False,False,False,False,14,2020-11-02 16:54:39.239176
Hotel Comercio Barcelona,1.0,3.5,4.5,3.5,3.5,4.0,404.0,,,203.0,44.0,66.0,48.0,25.0,20.0,0.0,651.0,273.0,Ciutat Vella / Barrio Gòtico (Barri Gòtic) / El Congrés i els Indians,41.379448,2.175847,False,False,False,True,False,False,True,False,False,51.0,False,False,True,False,False,False,,100 de 100,False,False,False,False,False,False,False,False,12,2020-11-02 16:54:42.479689
Hotel El Call,1.0,3.5,4.5,4.0,3.5,3.5,397.0,,63 € - 206 €,393.0,52.0,148.0,116.0,48.0,29.0,10.0,804.0,349.0,Ciutat Vella / Barrio Gòtico (Barri Gòtic) / El Congrés i els Indians,41.382214,2.17581,False,False,False,False,False,False,True,True,False,26.0,False,False,True,False,False,False,Económico,100 de 100,False,False,False,False,False,False,False,False,12,2020-11-02 16:54:46.531179
Hotel Alguer Camp Nou,2.0,3.5,4.0,3.5,3.5,3.5,412.0,,44 € - 97 €,137.0,20.0,43.0,44.0,13.0,17.0,2.0,68.0,12.0,La Maternitat i Sant Ramon,41.377022,2.117898,False,False,False,False,False,True,True,True,False,33.0,False,False,True,False,False,False,,99 de 100,True,True,True,True,True,False,False,False,9,2020-11-02 16:54:51.106172
Hotel Pelayo,3.0,3.5,5.0,4.0,3.5,4.0,372.0,96.0,52 € - 129 €,331.0,63.0,135.0,82.0,28.0,23.0,10.0,516.0,127.0,El Ensanche (Eixample) / La Dreta de l'Eixample,41.385883,2.166505,False,False,False,False,False,True,True,True,False,15.0,False,False,True,False,False,False,Económico,100 de 100,True,True,False,True,True,False,False,False,12,2020-11-02 16:54:58.648181
AC Hotel Irla,4.0,3.5,4.0,4.5,4.0,4.0,376.0,113.0,111 € - 193 €,233.0,45.0,105.0,57.0,15.0,11.0,6.0,262.0,30.0,Sant Gervasi-Galvany,41.394779,2.143437,False,True,False,True,True,True,True,True,False,36.0,False,False,True,False,False,True,Barrio residencial,98 de 100,True,False,False,True,False,False,False,False,12,2020-11-02 16:55:02.499109
Alba Hotel 3,3.0,3.0,4.0,4.0,3.0,3.5,450.0,155.0,105 € - 462 €,81.0,17.0,26.0,12.0,12.0,14.0,0.0,601.0,213.0,Ciutat Vella / El Raval,41.380329,2.170219,False,False,False,False,False,True,True,True,False,15.0,False,False,True,False,False,False,,100 de 100,True,True,True,True,True,False,False,True,12,2020-11-02 16:55:09.874554
Gaudi II,4.0,4.0,,,,,451.0,,,5.0,2.0,2.0,0.0,1.0,0.0,0.0,548.0,116.0,El Ensanche (Eixample) / La Dreta de l'Eixample,41.389671,2.16231,False,False,False,False,False,False,False,False,False,304.0,False,False,False,False,False,False,,100 de 100,False,False,False,False,False,False,False,False,12,2020-11-02 16:55:15.796153
Barcelona Nextdoor Apartments,4.0,3.0,4.0,3.5,3.0,3.0,457.0,,,112.0,23.0,36.0,12.0,11.0,30.0,1.0,541.0,169.0,El Ensanche (Eixample) / Plaça de Catalunya / La Dreta de l'Eixample,41.385681,2.168683,False,False,False,False,False,False,True,False,False,45.0,False,False,False,False,False,True,,100 de 100,False,False,False,False,False,False,False,False,12,2020-11-02 16:55:19.500115
Hotel Betres,4.0,4.0,4.0,5.0,4.0,5.0,461.0,,,3.0,0.0,3.0,0.0,0.0,0.0,0.0,157.0,12.0,Les Corts de Sarrià / Les Corts,41.385979,2.14058,False,False,False,False,False,False,False,False,False,9.0,False,False,False,False,False,False,,98 de 100,False,False,False,False,False,False,False,False,11,2020-11-02 16:55:23.027718
Hotel Parets Els Pins,,4.5,4.0,4.5,3.5,5.0,463.0,,,2.0,1.0,1.0,0.0,0.0,0.0,0.0,19.0,4.0,Barcelona,41.572929,2.23463,False,False,True,False,False,False,False,False,False,30.0,False,False,False,False,False,False,Económico,37 de 100,False,False,False,False,False,False,False,False,33,2020-11-02 16:55:26.440221
Cal Ralé,3.0,5.0,,,,,464.0,,,1.0,1.0,0.0,0.0,0.0,0.0,0.0,22.0,3.0,Barcelona,41.49369,2.18546,False,False,False,False,False,False,False,False,False,5.0,False,False,False,False,False,False,Pintoresco,36 de 100,False,False,False,False,False,False,False,False,23,2020-11-02 16:55:31.844165
Hotel Casa Elliot,4.0,4.5,,,,,442.0,123.0,96 € - 189 €,3.0,1.0,2.0,0.0,0.0,0.0,0.0,462.0,73.0,El Ensanche (Eixample) / Sant Antoni,41.383339,2.162893,False,False,False,True,False,True,True,True,False,38.0,False,False,True,False,False,True,De gama media,100 de 100,True,True,True,True,False,False,True,True,12,2020-11-02 16:55:35.527942
Barcelona Riders Palace,4.0,4.5,,5.0,5.0,,462.0,,,2.0,1.0,1.0,0.0,0.0,0.0,0.0,86.0,15.0,Sant Martí / El Besòs i el Maresme,41.411629,2.21842,False,True,True,False,False,True,False,False,False,123.0,False,False,False,False,False,False,,98 de 100,True,False,False,False,False,False,False,False,17,2020-11-02 16:55:38.843475
AAE Orleans Hotel Barcelona,,3.5,4.5,4.5,3.5,4.0,460.0,,,10.0,1.0,3.0,5.0,1.0,0.0,0.0,480.0,163.0,"Ciutat Vella / Sant Pere / Sant Pere, Santa Caterina i la Ribera",41.383381,2.18424,False,False,True,False,False,False,True,False,False,26.0,False,False,True,False,False,False,,100 de 100,False,False,False,False,False,False,False,False,13,2020-11-02 16:55:42.589164
Hotel l'Orenta,,4.5,,,,,455.0,,,3.0,1.0,2.0,0.0,0.0,0.0,0.0,,,Barcelona,42.019951,1.88316,False,False,False,False,False,False,False,False,False,12.0,False,False,False,False,False,False,Familiar,,False,False,False,False,False,False,False,False,82,2020-11-02 16:55:46.026212
Sol Apartments,3.0,5.0,5.0,,4.0,,469.0,,,1.0,1.0,0.0,0.0,0.0,0.0,0.0,480.0,91.0,Vila de Gràcia / Gracia,41.401321,2.15778,False,False,True,False,False,False,False,False,False,215.0,False,False,False,False,False,False,,100 de 100,False,False,False,False,False,False,False,False,13,2020-11-02 16:55:49.204127
Apartamentos Paral.lel IV,2.0,4.5,5.0,3.5,4.5,4.5,454.0,,,3.0,2.0,1.0,0.0,0.0,0.0,0.0,400.0,52.0,El Ensanche (Eixample) / Sant Antoni,41.375778,2.16046,False,False,False,False,False,False,True,False,False,55.0,False,False,False,False,False,False,Con encanto,100 de 100,False,False,False,False,False,False,False,False,11,2020-11-02 16:55:53.065086
Hostal Turó de l'Home,1.0,3.5,4.0,3.5,4.0,3.0,467.0,,56 € - 58 €,5.0,0.0,2.0,3.0,0.0,0.0,5.0,15.0,1.0,Barcelona,41.692951,2.444542,False,True,True,True,False,False,False,False,True,8.0,False,False,True,False,False,False,,50 de 100,True,True,False,False,False,False,False,False,53,2020-11-02 16:55:56.246543
Ciutadella Park Apartments,3.5,3.5,4.0,3.0,3.0,3.0,449.0,,79 € - 365 €,22.0,6.0,4.0,7.0,0.0,5.0,2.0,93.0,8.0,La Vila Olímpica del Poblenou / Sant Martí / Ciutadella / Vila Olimpica,41.39262,2.191774,False,True,False,False,False,False,False,False,False,62.0,False,False,True,False,False,True,,100 de 100,False,False,False,False,False,False,False,False,14,2020-11-02 16:55:59.592642
Barcelona Escape Apartments,,5.0,5.0,5.0,5.0,4.5,444.0,,,6.0,5.0,1.0,0.0,0.0,0.0,0.0,105.0,34.0,Ciutat Vella / El Port Vell / El Raval,41.373707,2.176971,False,False,True,False,False,False,False,False,False,25.0,False,False,False,False,False,False,,100 de 100,False,False,False,False,False,False,False,False,12,2020-11-02 16:56:03.481872
Sonia's House,5.0,4.0,,,,,476.0,,,1.0,0.0,1.0,0.0,0.0,0.0,0.0,333.0,45.0,Sants-Montjuïc / El Poble-sec,41.373268,2.16276,False,False,False,False,False,False,False,False,False,334.0,False,False,False,False,False,False,,100 de 100,False,False,False,False,False,False,False,False,11,2020-11-02 16:56:09.319562
Gran Central Inn,,3.0,4.0,3.0,2.5,3.5,471.0,,,24.0,3.0,11.0,3.0,2.0,5.0,1.0,392.0,61.0,El Ensanche (Eixample) / La Dreta de l'Eixample,41.392799,2.173453,False,False,False,False,False,False,True,False,False,8.0,False,False,False,False,False,True,Económico,100 de 100,False,False,False,True,False,False,True,False,13,2020-11-02 16:56:13.152169
Barceloneta Atlantida,3.0,3.5,4.5,4.0,2.5,3.0,473.0,,,3.0,0.0,2.0,1.0,0.0,0.0,0.0,263.0,31.0,El Ensanche (Eixample) / La Sagrada Família,41.407532,2.17172,False,False,False,False,False,False,False,False,False,323.0,False,False,False,False,False,False,Familiar,100 de 100,False,False,False,False,False,False,False,False,14,2020-11-02 16:56:16.624633
Ramblas Liceu,3.0,3.5,4.5,4.0,3.5,4.5,474.0,,,8.0,1.0,5.0,0.0,0.0,2.0,1.0,540.0,162.0,Ciutat Vella / El Raval,41.38488,2.16824,False,False,False,False,False,False,True,False,False,194.0,False,False,False,False,False,True,,100 de 100,False,False,False,False,False,False,False,False,12,2020-11-02 16:56:19.820215
Hotel Carlos,4.0,5.0,,,,,466.0,,,1.0,1.0,0.0,0.0,0.0,0.0,0.0,27.0,5.0,Barcelona,41.588612,2.5764,True,True,True,False,True,False,True,False,False,86.0,False,False,False,False,False,False,,52 de 100,False,False,False,False,False,False,False,False,52,2020-11-02 16:56:23.174589
AR Barcelona Calvet,4.0,4.5,3.5,5.0,4.5,5.0,459.0,,,3.0,1.0,2.0,0.0,0.0,0.0,0.0,375.0,39.0,Sant Gervasi-Galvany,41.393429,2.14535,False,False,False,False,False,False,True,False,False,3.0,False,False,False,False,False,True,,98 de 100,False,False,False,False,False,False,False,False,12,2020-11-02 16:56:26.979125
Casa Amalia,,3.5,,,4.0,3.0,456.0,,,6.0,2.0,1.0,1.0,2.0,0.0,0.0,409.0,57.0,El Ensanche (Eixample) / La Dreta de l'Eixample,41.395802,2.16911,False,False,False,False,False,False,False,False,False,36.0,False,False,False,False,False,False,,100 de 100,False,False,False,False,False,False,False,False,13,2020-11-02 16:56:30.005208
Vilaclara Art Hotel,3.0,4.5,4.5,4.5,4.5,4.5,458.0,,,5.0,4.0,0.0,0.0,1.0,0.0,0.0,512.0,119.0,El Ensanche (Eixample) / Rambla de Catalunya / La Dreta de l'Eixample,41.391171,2.16305,True,True,True,False,False,False,True,False,False,32.0,False,False,True,False,False,False,Con encanto,100 de 100,False,False,False,False,False,False,False,False,12,2020-11-02 16:56:33.414057
Els Angels,,3.5,4.0,3.5,3.5,3.5,445.0,,70 € - 146 €,62.0,12.0,24.0,11.0,4.0,11.0,11.0,427.0,65.0,El Ensanche (Eixample) / Sant Antoni,41.382462,2.160098,False,False,False,False,False,False,True,False,False,10.0,True,False,False,False,False,False,Económico,100 de 100,False,False,False,False,False,False,False,False,11,2020-11-02 16:56:37.210071
Hotel Abbot,4.0,3.0,4.0,3.5,3.5,3.5,453.0,,74 € - 117 €,284.0,24.0,91.0,86.0,56.0,27.0,3.0,160.0,20.0,El Ensanche (Eixample) / La Nova Esquerra de l'Eixample,41.38139,2.145119,False,False,False,True,False,True,True,True,False,42.0,False,False,True,False,False,False,,100 de 100,True,True,True,True,True,False,False,False,11,2020-11-02 16:56:40.676636
Hotel Consell de Cent,4.0,4.0,,,,,447.0,,,5.0,1.0,4.0,0.0,0.0,0.0,1.0,547.0,95.0,El Ensanche (Eixample) / L'Antiga Esquerra de l'Eixample,41.387909,2.16131,False,False,False,False,False,False,False,False,False,10.0,False,False,False,False,False,False,,100 de 100,False,False,False,False,False,False,False,False,12,2020-11-02 16:56:44.429106
Hotel Raval House,4.0,5.0,,,,,443.0,64.0,68 € - 110 €,2.0,2.0,0.0,0.0,0.0,0.0,0.0,544.0,152.0,Ciutat Vella / El Raval,41.379868,2.169106,False,False,False,False,False,False,False,False,False,,False,False,False,False,False,False,,100 de 100,False,False,False,False,False,False,False,False,12,2020-11-02 16:56:47.945188
Avimer 32,3.0,3.5,4.0,2.5,4.0,3.0,472.0,,,3.0,0.0,2.0,0.0,1.0,0.0,0.0,550.0,226.0,Ciutat Vella / Barrio Gòtico (Barri Gòtic) / El Congrés i els Indians,41.379978,2.18017,False,True,True,False,False,False,True,False,False,142.0,False,False,False,False,False,False,,100 de 100,False,False,False,False,False,False,False,False,12,2020-11-02 16:56:51.752271
Hotel Vapor Gran,4.0,5.0,5.0,5.0,4.0,,465.0,,,1.0,1.0,0.0,0.0,0.0,0.0,0.0,89.0,11.0,Barcelona,41.563839,2.02727,False,False,False,False,False,False,False,False,False,,False,False,False,False,False,False,,71 de 100,False,False,False,False,False,False,False,False,30,2020-11-02 16:56:55.650580
Ana Maria Hotel,4.0,4.0,,,,,475.0,,,1.0,0.0,1.0,0.0,0.0,0.0,1.0,454.0,74.0,El Ensanche (Eixample) / Sant Antoni,41.37743,2.16452,False,False,False,False,False,False,False,False,False,6.0,False,False,False,False,False,False,,100 de 100,False,False,False,False,False,False,False,False,11,2020-11-02 16:56:59.490628
Hotel Marina Folch,,3.5,4.5,4.0,3.5,4.5,427.0,,75 € - 81 €,46.0,7.0,22.0,11.0,3.0,3.0,6.0,264.0,31.0,Ciutat Vella / Barceloneta,41.380779,2.18749,False,False,True,True,False,False,True,False,False,10.0,False,False,True,False,False,False,Económico,100 de 100,True,False,True,True,True,False,False,False,13,2020-11-02 16:57:05.980619
Apartamentos Serennia Arc de Triomf,3.0,3.5,4.5,3.5,4.0,4.5,429.0,,86 € - 167 €,42.0,15.0,10.0,7.0,6.0,4.0,4.0,171.0,26.0,El Ensanche (Eixample) / El Fort Pienc,41.395184,2.180353,False,True,True,False,False,False,True,True,False,10.0,False,False,False,False,False,True,,100 de 100,True,True,False,True,True,False,False,False,14,2020-11-02 16:57:09.490227
Apsis Eada Monserrat,4.0,5.0,,,,,438.0,,,4.0,3.0,1.0,0.0,0.0,0.0,0.0,,,Barcelona,41.566093,1.830145,False,False,False,False,False,False,False,False,False,113.0,False,False,False,False,False,False,,,False,False,False,False,False,False,False,False,37,2020-11-02 16:57:28.882634
Hotel Urquinaona,1.0,3.5,4.5,3.5,3.5,3.5,441.0,,45 € - 607 €,462.0,55.0,176.0,119.0,56.0,56.0,15.0,396.0,137.0,El Ensanche (Eixample) / La Dreta de l'Eixample / El Born / La Ribera,41.389355,2.174083,False,False,True,True,False,False,True,True,False,18.0,False,False,True,False,False,False,,100 de 100,True,True,True,True,True,False,False,False,13,2020-11-02 16:58:05.187472
MH Apartments Liceo,4.0,3.5,4.5,3.5,3.5,3.5,440.0,,89 € - 211 €,119.0,19.0,51.0,17.0,14.0,18.0,9.0,608.0,218.0,Ciutat Vella / El Raval,41.378925,2.173131,False,False,False,False,False,False,True,False,False,10.0,False,False,False,False,False,False,Céntrico,100 de 100,True,True,True,True,False,False,False,False,12,2020-11-02 16:58:09.071549
Cal Peraire,,4.5,,,,,428.0,,,6.0,3.0,3.0,0.0,0.0,0.0,0.0,,,Barcelona,42.019321,1.754888,False,False,False,False,False,False,False,False,False,45.0,False,False,False,False,False,False,Pintoresco,,False,False,False,False,False,False,False,False,85,2020-11-02 16:58:12.776204
Living Barcelona Apartments,1.0,4.0,4.5,4.5,4.5,4.5,436.0,,,9.0,3.0,5.0,1.0,0.0,0.0,0.0,195.0,30.0,Sants-Montjuïc / Hostafrancs,41.375069,2.14746,False,True,False,False,False,False,True,False,False,63.0,False,False,True,False,False,False,,100 de 100,False,False,False,False,False,False,False,False,10,2020-11-02 16:58:27.294443
Bailen,3.0,3.5,4.0,3.0,3.0,2.0,430.0,,77 € - 346 €,15.0,5.0,3.0,4.0,2.0,1.0,2.0,347.0,50.0,El Ensanche (Eixample) / La Dreta de l'Eixample,41.395439,2.17273,False,False,False,False,False,False,True,False,False,3.0,False,False,False,False,False,True,,100 de 100,True,False,False,True,False,False,False,False,13,2020-11-02 16:58:31.704744
The Moods Oasis,3.0,5.0,5.0,,5.0,,433.0,95.0,48 € - 122 €,3.0,3.0,0.0,0.0,0.0,0.0,0.0,416.0,44.0,Sant Gervasi-Galvany,41.397152,2.151375,False,True,True,False,True,False,True,False,False,36.0,False,False,False,False,False,False,,100 de 100,False,True,False,True,False,False,True,False,12,2020-11-02 16:58:50.772095
La Ciudadela,1.0,4.0,4.5,4.5,4.0,4.0,202.0,80.0,55 € - 94 €,338.0,109.0,170.0,43.0,9.0,7.0,7.0,221.0,102.0,"Ciutat Vella / Sant Pere / Sant Pere, Santa Caterina i la Ribera / Ciutadella / Vila Olimpica",41.389534,2.18392,False,True,True,False,False,True,True,True,False,13.0,False,False,True,False,False,False,,100 de 100,True,True,True,True,False,False,False,False,13,2020-11-02 16:59:10.892589
Flor Parks Hotel,3.5,4.0,5.0,4.5,4.0,4.0,218.0,157.0,65 € - 290 €,573.0,180.0,280.0,81.0,20.0,12.0,27.0,746.0,309.0,Ciutat Vella / Barrio Gòtico (Barri Gòtic) / La Rambla / El Congrés i els Indians,41.380852,2.17397,False,True,True,False,False,True,True,True,False,26.0,False,False,True,False,False,True,Céntrico,100 de 100,True,True,True,True,True,False,False,False,12,2020-11-02 17:00:47.961376
Lugaris Beach,3.5,4.5,4.5,4.5,4.5,4.5,32.0,132.0,90 € - 934 €,838.0,583.0,207.0,33.0,8.0,7.0,40.0,117.0,11.0,Poblenou / Sant Martí,41.399071,2.20771,True,False,False,False,False,False,True,True,False,13.0,False,True,True,False,False,False,Vistas al parque,91 de 100,True,True,False,True,False,False,False,False,15,2020-11-02 17:01:06.808249
Magatzem 128,3.0,4.5,4.5,5.0,5.0,4.5,18.0,,71 € - 162 €,177.0,135.0,30.0,9.0,1.0,2.0,9.0,258.0,33.0,El Ensanche (Eixample) / La Nova Esquerra de l'Eixample,41.381115,2.153371,False,False,False,False,True,True,True,True,False,16.0,False,False,True,False,False,True,Negocios,100 de 100,True,True,True,True,True,False,False,False,11,2020-11-02 17:01:10.331638
