name,stars,score,score_location,score_cleaning,score_service,score_value_money,ranking,price,price_range,opinions,opinions_excellent,opinions_good,opinions_normal,opinions_bad,opinions_awful,num_qa,nearby_restaurants,nearby_attractions,zone,latitude,longitude,has_swimming_pool,has_bar,has_restaurant,has_breakfast,has_gym,has_reception_24h,has_ac,has_strongbox,admits_pets,rooms,suites,sea_views_rooms,non_smoking_rooms,landmarks_views_rooms,city_views_rooms,family_rooms,style,tripadvisor_clasification,language_spanish,language_catalan,language_french,language_english,language_italian,language_bulgarian,language_russian,language_portuguese,prat_distance,timestamp
Casa Mathilda,3.0,4.5,4.5,4.5,4.5,4.5,21.0,,75 € - 172 €,184.0,122.0,49.0,10.0,1.0,2.0,7.0,379.0,94.0,El Ensanche (Eixample) / La Dreta de l'Eixample,41.39698,2.163574,False,False,False,True,False,False,True,True,False,12.0,False,False,True,False,False,False,Con encanto,100 de 100,True,True,True,True,False,False,False,True,13,2020-11-02 17:01:13.786618
360 Hostel Barcelona,2.0,4.5,4.5,4.5,5.0,4.5,36.0,,25 € - 61 €,352.0,268.0,54.0,18.0,5.0,7.0,3.0,289.0,75.0,El Ensanche (Eixample) / La Dreta de l'Eixample,41.391567,2.177456,False,True,False,False,False,False,True,True,False,13.0,False,False,True,False,False,False,Económico,100 de 100,True,True,True,True,False,False,False,False,13,2020-11-02 17:01:17.423169
Violeta Boutique,2.0,4.5,5.0,5.0,4.5,4.5,13.0,,81 € - 164 €,587.0,436.0,126.0,15.0,4.0,6.0,13.0,420.0,115.0,El Ensanche (Eixample) / La Dreta de l'Eixample,41.390308,2.172044,False,False,False,False,False,False,True,True,False,8.0,False,False,True,False,False,True,Tranquilo,100 de 100,True,False,False,True,True,False,False,False,13,2020-11-02 17:01:20.722144
Aspasios Rambla Catalunya Suites,4.0,4.5,5.0,4.5,4.5,4.5,37.0,,121 € - 280 €,1064.0,766.0,237.0,37.0,10.0,14.0,33.0,493.0,117.0,El Ensanche (Eixample) / Passeig de Gràcia / Rambla de Catalunya / La Dreta de l'Eixample,41.39032,2.164919,False,False,False,False,False,False,True,True,False,20.0,True,False,True,False,False,True,Familiar,100 de 100,True,True,False,True,True,False,True,False,12,2020-11-02 17:01:28.333175
The5rooms,,4.5,5.0,5.0,4.5,4.5,12.0,135.0,102 € - 190 €,428.0,312.0,96.0,13.0,3.0,4.0,4.0,461.0,138.0,El Ensanche (Eixample) / La Dreta de l'Eixample,41.389305,2.17179,False,False,False,True,False,False,True,False,False,12.0,True,False,True,False,False,False,Céntrico,100 de 100,True,True,True,True,True,False,False,False,13,2020-11-02 17:01:32.103631
Casa de Billy Barcelona,,4.5,4.5,5.0,5.0,4.5,16.0,,,597.0,445.0,129.0,19.0,3.0,1.0,17.0,278.0,38.0,El Ensanche (Eixample) / Sant Antoni,41.377445,2.152755,False,False,False,True,False,False,True,False,False,10.0,False,False,True,False,False,False,Pintoresco,100 de 100,False,False,False,False,False,False,False,False,11,2020-11-02 17:01:35.695645
Ca La Maria,3.0,5.0,5.0,5.0,5.0,4.5,4.0,130.0,76 € - 209 €,222.0,195.0,19.0,5.0,1.0,2.0,6.0,473.0,104.0,El Ensanche (Eixample) / Rambla de Catalunya / La Dreta de l'Eixample,41.39473,2.157158,False,True,False,True,False,False,True,True,False,5.0,True,False,True,False,False,True,Romántico,100 de 100,True,True,False,True,False,False,False,False,12,2020-11-02 17:01:43.236238
BCNgotic,,5.0,5.0,5.0,4.5,4.5,11.0,,119 € - 207 €,570.0,474.0,92.0,1.0,3.0,0.0,4.0,699.0,290.0,"Ciutat Vella / Sant Pere / Sant Pere, Santa Caterina i la Ribera / El Born / La Ribera",41.383652,2.180253,False,False,False,False,False,False,True,True,False,13.0,True,False,True,False,False,False,De gama media,100 de 100,False,False,False,True,False,False,False,False,13,2020-11-02 17:01:47.082680
Eric Vökel Sagrada Familia Suites,4.0,4.5,4.5,4.5,4.5,4.5,29.0,152.0,128 € - 735 €,1155.0,781.0,311.0,42.0,16.0,5.0,26.0,185.0,35.0,El Ensanche (Eixample) / La Sagrada Família,41.41011,2.175037,False,False,False,False,False,False,True,True,False,17.0,True,False,True,False,False,False,Familiar,100 de 100,True,True,True,True,False,False,False,False,15,2020-11-02 17:01:50.220736
Rambla 102 Apartments,4.0,4.5,5.0,5.0,4.5,4.5,38.0,1004.0,118 € - 245 €,175.0,128.0,40.0,5.0,1.0,1.0,9.0,745.0,300.0,Ciutat Vella / Barrio Gòtico (Barri Gòtic) / La Rambla / El Congrés i els Indians,41.382465,2.172355,False,False,False,False,False,False,True,True,False,16.0,True,False,True,False,False,False,Céntrico,100 de 100,True,False,False,True,False,False,False,False,12,2020-11-02 17:01:53.948707
Eric Vökel Boutique Apartments - Gran Vía Suites,4.0,4.5,4.5,4.5,4.5,4.5,23.0,144.0,100 € - 223 €,1470.0,1038.0,350.0,61.0,14.0,7.0,36.0,305.0,34.0,El Ensanche (Eixample) / Sant Antoni,41.378925,2.154761,False,False,False,False,False,False,True,True,False,29.0,True,False,True,False,False,False,Familiar,100 de 100,True,True,True,True,False,False,False,False,11,2020-11-02 17:02:08.930145
Feelathome Plaza Apartments,3.0,4.5,4.5,4.5,4.5,4.5,31.0,,112 € - 198 €,378.0,262.0,94.0,11.0,3.0,8.0,33.0,186.0,26.0,Sants-Montjuïc / Hostafrancs,41.3745,2.142384,False,False,False,False,False,False,True,True,False,25.0,False,False,True,False,False,False,Moderno,100 de 100,True,True,True,True,False,False,False,False,10,2020-11-02 17:02:12.537181
Hostel One Paralelo,2.0,5.0,4.5,4.5,5.0,4.5,17.0,79.0,39 € - 137 €,395.0,341.0,37.0,12.0,1.0,4.0,14.0,274.0,50.0,Sants-Montjuïc / El Poble-sec,41.372276,2.165082,False,False,False,False,False,True,True,False,False,30.0,False,False,True,False,False,False,Económico,100 de 100,True,False,False,True,True,False,False,False,11,2020-11-02 17:02:16.806715
Izaila Plaza Catalunya,3.5,4.5,5.0,4.5,4.5,4.5,15.0,,100 € - 152 €,162.0,122.0,31.0,8.0,0.0,1.0,6.0,502.0,145.0,El Ensanche (Eixample) / Plaça de Catalunya / Passeig de Gràcia / La Dreta de l'Eixample,41.388485,2.171075,False,False,False,False,False,False,True,True,False,8.0,False,False,True,False,False,False,Céntrico,100 de 100,True,False,False,True,True,False,False,False,12,2020-11-02 17:02:19.955735
El Balcon del Born,,5.0,5.0,5.0,5.0,5.0,11.0,,,593.0,507.0,65.0,12.0,7.0,2.0,19.0,515.0,186.0,"Ciutat Vella / Sant Pere / Sant Pere, Santa Caterina i la Ribera / El Born / La Ribera",41.383816,2.183478,False,False,False,True,False,False,False,False,False,12.0,False,False,True,False,False,True,Vistas fantásticas,100 de 100,False,False,False,False,False,False,False,False,13,2020-11-02 17:02:24.307580
Anakena House,3.0,5.0,5.0,5.0,5.0,4.5,9.0,,91 € - 184 €,140.0,121.0,14.0,3.0,0.0,2.0,15.0,530.0,113.0,El Ensanche (Eixample) / La Dreta de l'Eixample,41.389111,2.163359,False,False,False,True,False,True,True,True,False,7.0,False,False,True,False,False,False,De gama media,100 de 100,True,True,True,True,True,False,False,False,12,2020-11-02 17:02:27.757558
ANBA Bed & Breakfast,3.5,4.5,5.0,5.0,4.5,4.5,8.0,131.0,91 € - 171 €,656.0,522.0,103.0,20.0,3.0,8.0,9.0,393.0,113.0,El Ensanche (Eixample) / La Dreta de l'Eixample,41.389912,2.175207,False,True,False,True,False,False,True,True,False,7.0,False,False,True,False,False,False,Moderno,100 de 100,True,True,True,True,True,False,False,True,13,2020-11-02 17:02:31.437672
BCN Rambla Catalunya Apartments,3.0,4.5,5.0,4.5,4.5,4.5,13.0,663.0,135 € - 670 €,599.0,474.0,107.0,10.0,6.0,2.0,25.0,483.0,127.0,El Ensanche (Eixample) / Rambla de Catalunya / La Dreta de l'Eixample,41.393341,2.159968,False,False,False,True,False,False,True,True,False,24.0,True,False,True,True,True,True,Vistas fantásticas,100 de 100,True,True,True,True,True,False,True,True,12,2020-11-02 17:02:35.211378
360 Hostel Barcelona Arts&Culture,2.0,4.5,5.0,4.5,4.5,5.0,40.0,,20 € - 70 €,239.0,183.0,33.0,12.0,8.0,3.0,5.0,345.0,94.0,El Ensanche (Eixample) / La Dreta de l'Eixample / El Born / La Ribera,41.390606,2.177471,False,False,False,False,False,True,False,False,False,10.0,False,False,True,False,False,False,Económico,100 de 100,True,True,True,True,True,False,False,True,13,2020-11-02 17:02:39.657096
Yeah Barcelona Hostel,,5.0,4.5,5.0,5.0,5.0,24.0,118.0,35 € - 137 €,564.0,467.0,82.0,9.0,2.0,4.0,36.0,338.0,71.0,El Ensanche (Eixample) / La Dreta de l'Eixample,41.400017,2.164444,True,True,True,True,False,True,True,False,False,98.0,False,False,True,False,False,True,Moderno,100 de 100,True,True,True,True,True,False,False,True,13,2020-11-02 17:02:43.516607
Gaudi's Nest,,5.0,5.0,5.0,5.0,4.5,22.0,,107 € - 244 €,413.0,330.0,72.0,9.0,1.0,1.0,12.0,303.0,39.0,El Ensanche (Eixample) / La Sagrada Família,41.404694,2.176061,False,True,False,False,False,False,True,True,False,7.0,False,False,True,False,False,False,Vistas fantásticas,100 de 100,True,True,True,True,False,False,True,False,14,2020-11-02 17:02:46.912188
Barcelona Central Garden Hostel,,5.0,5.0,5.0,5.0,5.0,19.0,,39 € - 105 €,577.0,477.0,84.0,14.0,2.0,0.0,13.0,417.0,81.0,El Ensanche (Eixample) / La Dreta de l'Eixample,41.392616,2.169418,False,False,False,False,False,False,True,False,False,10.0,False,False,True,False,False,False,Económico,100 de 100,True,False,False,True,True,False,False,False,13,2020-11-02 17:02:49.986100
Vasanta Hotel Boutique,3.5,4.5,5.0,5.0,4.5,4.5,14.0,,76 € - 146 €,1481.0,1078.0,334.0,45.0,13.0,11.0,34.0,400.0,88.0,El Ensanche (Eixample) / La Dreta de l'Eixample,41.391003,2.172384,False,False,False,False,False,False,True,True,False,17.0,False,False,True,False,False,False,Boutique,100 de 100,True,True,True,True,False,False,False,False,13,2020-11-02 17:02:54.143685
We Boutique Hotel,3.0,5.0,5.0,5.0,5.0,5.0,5.0,193.0,100 € - 223 €,314.0,264.0,41.0,8.0,0.0,1.0,6.0,280.0,86.0,El Ensanche (Eixample) / La Dreta de l'Eixample / El Born / La Ribera,41.390972,2.178963,False,True,True,True,False,False,True,True,False,6.0,True,False,True,False,False,False,Hoteles peculiares,100 de 100,True,True,False,True,True,False,False,False,13,2020-11-02 17:02:57.725715
Arago 312 Apartments,3.5,4.5,4.5,4.5,4.5,4.5,45.0,,93 € - 362 €,252.0,174.0,56.0,18.0,3.0,1.0,14.0,429.0,68.0,El Ensanche (Eixample) / La Dreta de l'Eixample,41.394852,2.168684,False,False,False,False,False,False,True,True,False,24.0,False,False,True,False,False,True,Vistas fantásticas,100 de 100,True,True,True,True,True,False,False,False,13,2020-11-02 17:03:11.484752
Inside Barcelona Apartments Mercat,3.5,5.0,5.0,5.0,5.0,4.5,50.0,,98 € - 162 €,123.0,103.0,19.0,1.0,0.0,0.0,8.0,370.0,147.0,"Ciutat Vella / Sant Pere / Sant Pere, Santa Caterina i la Ribera / El Born / La Ribera",41.385902,2.184452,False,False,False,False,False,False,True,True,False,4.0,False,False,True,False,False,True,Negocios,100 de 100,True,True,True,True,False,False,False,False,13,2020-11-02 17:03:26.662570
Bonavista Apartments - Passeig de Gracia,4.0,4.5,5.0,4.5,4.5,4.5,52.0,,61 € - 237 €,182.0,127.0,47.0,4.0,2.0,2.0,8.0,431.0,94.0,Vila de Gràcia / Gracia,41.397682,2.159331,False,False,False,False,False,False,True,True,False,10.0,False,False,False,False,False,True,Céntrico,100 de 100,True,True,True,True,False,False,True,False,13,2020-11-02 17:03:41.253741
Hotel Omnium,2.0,4.5,4.5,5.0,4.5,4.5,22.0,,62 € - 136 €,175.0,115.0,49.0,8.0,3.0,0.0,10.0,391.0,64.0,El Ensanche (Eixample) / La Dreta de l'Eixample,41.392113,2.173374,False,False,True,False,False,False,True,True,False,21.0,False,False,True,False,False,False,Negocios,100 de 100,True,True,True,True,True,False,False,False,13,2020-11-02 17:03:45.185189
HarmonyHostel,2.0,4.5,4.5,4.5,4.5,4.5,51.0,,17 € - 139 €,326.0,183.0,117.0,15.0,9.0,2.0,5.0,481.0,70.0,El Ensanche (Eixample) / L'Antiga Esquerra de l'Eixample,41.384647,2.15994,False,False,False,False,False,True,True,False,False,5.0,False,False,True,False,False,True,Económico,100 de 100,True,False,True,True,False,False,False,False,12,2020-11-02 17:03:48.788185
Coroleu House Barcelona,,5.0,4.5,5.0,5.0,5.0,41.0,,33 € - 124 €,181.0,159.0,18.0,3.0,1.0,0.0,5.0,67.0,10.0,Sant Andreu de Palomar / Sant Andreu,41.432861,2.187219,False,False,False,False,False,False,True,False,False,4.0,False,False,True,False,False,True,Barrio residencial,81 de 100,True,True,False,True,True,False,False,False,17,2020-11-02 17:03:58.941447
Sant Jordi Hostels Gracia,2.0,4.5,4.5,4.5,4.5,4.5,42.0,,15 € - 57 €,168.0,131.0,29.0,6.0,1.0,1.0,0.0,435.0,87.0,Vila de Gràcia / Gracia,41.403225,2.158386,False,True,False,False,False,True,True,False,False,8.0,False,False,True,False,False,False,Con encanto,100 de 100,True,False,False,True,False,False,False,True,13,2020-11-02 17:04:02.732108
Rodamón Barcelona Hostel,2.0,4.5,4.5,4.5,4.5,4.5,46.0,76.0,32 € - 192 €,424.0,283.0,102.0,25.0,4.0,10.0,16.0,438.0,96.0,El Ensanche (Eixample) / Passeig de Gràcia / Rambla de Catalunya / La Dreta de l'Eixample,41.395695,2.158546,False,False,False,False,False,True,True,False,False,15.0,False,False,True,False,False,True,Moderno,100 de 100,True,True,True,True,False,False,False,True,13,2020-11-02 17:04:20.560106
Casa Consell Guest House & Apartments,1.5,4.5,5.0,4.5,4.5,4.5,33.0,,148 € - 564 €,521.0,345.0,149.0,24.0,1.0,2.0,15.0,437.0,93.0,El Ensanche (Eixample) / Passeig de Gràcia / La Dreta de l'Eixample,41.392132,2.16738,False,False,False,True,False,False,False,True,False,3.0,False,False,True,False,False,True,Con encanto,100 de 100,True,True,True,True,False,False,False,False,13,2020-11-02 17:04:27.681646
Hostal Centric,2.0,4.5,4.5,4.5,4.5,4.5,31.0,91.0,63 € - 115 €,379.0,208.0,140.0,27.0,3.0,1.0,12.0,416.0,70.0,El Ensanche (Eixample) / Sant Antoni,41.382519,2.162467,False,False,False,False,False,True,True,True,False,27.0,False,False,True,False,False,False,Negocios,100 de 100,True,False,True,True,False,False,False,False,12,2020-11-02 17:04:42.313663
Nisia Bed & Breakfast,,4.5,5.0,5.0,4.5,4.5,25.0,,70 € - 100 €,424.0,288.0,107.0,22.0,3.0,4.0,5.0,460.0,94.0,Vila de Gràcia / Gracia,41.399002,2.156596,False,False,False,False,False,False,True,False,False,3.0,False,False,True,False,False,False,Barrio residencial,100 de 100,False,False,False,False,False,False,False,False,13,2020-11-02 17:04:45.903181
Espais Blaus Apartments,3.5,5.0,5.0,5.0,4.5,4.5,47.0,,101 € - 185 €,127.0,106.0,16.0,5.0,0.0,0.0,11.0,293.0,60.0,El Camp d'en Grassot i Gràcia Nova / Gracia,41.403053,2.163312,False,False,False,False,False,False,True,False,True,16.0,True,False,True,False,False,True,Barrio residencial,100 de 100,True,True,True,True,True,False,False,True,14,2020-11-02 17:04:49.058261
Hostal Benidorm,2.0,4.0,5.0,4.0,4.0,4.0,96.0,76.0,40 € - 119 €,577.0,162.0,265.0,109.0,21.0,20.0,12.0,636.0,245.0,Ciutat Vella / La Rambla / El Raval,41.379055,2.174538,False,False,False,False,False,True,True,True,False,53.0,False,False,True,False,False,False,Céntrico,100 de 100,True,True,False,True,False,False,True,False,12,2020-11-02 17:04:55.434622
Happy People Ramblas Harbour Apartments,3.0,4.0,4.5,4.5,4.0,4.5,87.0,,79 € - 237 €,382.0,167.0,150.0,33.0,15.0,17.0,3.0,183.0,37.0,Sants-Montjuïc / El Poble-sec,41.372509,2.170628,False,False,False,False,False,False,True,True,False,40.0,False,False,True,False,False,False,Moderno,100 de 100,True,True,True,True,False,False,False,False,11,2020-11-02 17:05:01.969173
Factory Hostels Barcelona,2.0,4.5,4.0,4.0,4.5,4.0,101.0,,14 € - 49 €,226.0,131.0,53.0,27.0,8.0,7.0,3.0,57.0,13.0,La Salut / Gracia,41.4123,2.156588,False,True,False,False,False,True,True,True,False,8.0,False,False,True,False,False,False,Económico,88 de 100,True,True,False,True,False,False,False,False,14,2020-11-02 17:05:05.376811
Monrooms Barcelona SL,,4.5,4.5,4.5,4.5,4.5,63.0,,46 € - 89 €,96.0,63.0,21.0,10.0,2.0,0.0,3.0,69.0,19.0,Vallcarca i els Penitents / Gracia,41.408592,2.150029,False,False,False,False,False,False,False,False,False,9.0,True,False,True,False,False,True,,100 de 100,True,True,True,True,False,False,False,False,14,2020-11-02 17:05:08.904184
Alternative Creative Youth Hostel Barcelona,2.0,4.5,5.0,4.5,4.5,4.5,99.0,,22 € - 49 €,119.0,84.0,28.0,4.0,3.0,0.0,2.0,512.0,126.0,El Ensanche (Eixample) / Plaça de Catalunya / La Dreta de l'Eixample,41.386761,2.166403,False,False,False,False,False,False,True,False,False,3.0,False,False,True,False,False,False,,100 de 100,False,False,False,False,False,False,False,False,12,2020-11-02 17:05:12.729048
Mediterranean Barcelona Youth Hostel,1.0,4.0,4.0,3.5,4.0,4.0,107.0,,14 € - 39 €,312.0,119.0,111.0,46.0,18.0,18.0,3.0,377.0,55.0,El Ensanche (Eixample) / La Dreta de l'Eixample,41.394531,2.172348,False,False,False,False,False,True,True,True,False,12.0,False,False,True,False,False,False,Económico,100 de 100,True,False,True,True,False,False,False,True,13,2020-11-02 17:05:16.339207
Viladomat Apartments,3.0,4.5,4.0,4.5,4.5,4.5,95.0,,96 € - 229 €,140.0,83.0,43.0,6.0,3.0,5.0,7.0,226.0,23.0,El Ensanche (Eixample) / La Nova Esquerra de l'Eixample,41.386677,2.147746,False,False,False,False,False,False,True,False,True,12.0,True,False,False,False,False,True,Familiar,100 de 100,True,True,True,True,False,False,False,False,11,2020-11-02 17:05:19.887631
Hostal Center Inn,2.0,4.0,4.5,4.5,4.5,4.0,69.0,,47 € - 117 €,266.0,97.0,122.0,31.0,10.0,6.0,9.0,391.0,61.0,El Ensanche (Eixample) / La Dreta de l'Eixample,41.393055,2.173556,False,False,False,False,False,False,True,True,False,20.0,False,False,True,False,False,True,Céntrico,100 de 100,True,False,False,True,True,False,False,False,13,2020-11-02 17:05:23.421196
Banys de Mar - Apartamentos Barceloneta,,5.0,5.0,4.5,5.0,5.0,89.0,,,125.0,105.0,15.0,2.0,3.0,0.0,4.0,205.0,17.0,Ciutat Vella / Barceloneta,41.376968,2.18946,False,False,False,False,False,False,True,False,False,7.0,False,False,True,False,False,False,Con encanto,100 de 100,False,False,False,False,False,False,False,False,13,2020-11-02 17:05:26.379642
The Moods Catedral,2.0,4.5,4.5,5.0,4.5,4.5,61.0,118.0,69 € - 134 €,75.0,52.0,17.0,4.0,1.0,1.0,7.0,738.0,343.0,Ciutat Vella / Barrio Gòtico (Barri Gòtic) / El Congrés i els Indians,41.384655,2.177501,False,False,False,False,False,True,True,False,False,20.0,False,False,True,False,False,False,Moderno,100 de 100,True,True,True,True,False,False,False,False,12,2020-11-02 17:05:29.969227
Sant Jordi Hostels Sagrada Familia,2.0,4.0,4.0,4.5,4.5,4.5,84.0,62.0,44 € - 91 €,451.0,255.0,103.0,42.0,19.0,32.0,5.0,176.0,22.0,Sant Martí / El Camp de l'Arpa del Clot,41.410061,2.179045,False,False,False,True,False,True,True,True,False,15.0,False,False,True,False,False,True,Moderno,100 de 100,True,False,False,True,False,False,False,True,15,2020-11-02 17:05:33.661175
Bonavista Apartments - Virreina,4.0,4.5,4.5,4.5,4.5,4.5,104.0,,47 € - 169 €,99.0,58.0,34.0,4.0,2.0,1.0,8.0,316.0,67.0,Vila de Gràcia / Gracia,41.404472,2.154548,False,False,False,False,False,False,True,True,False,16.0,False,False,False,False,False,False,De gama media,100 de 100,True,True,True,True,False,False,True,False,13,2020-11-02 17:05:37.460164
Tripledos,,4.5,4.5,4.5,4.5,4.5,55.0,,,184.0,103.0,67.0,8.0,5.0,1.0,5.0,542.0,97.0,El Ensanche (Eixample) / L'Antiga Esquerra de l'Eixample,41.388474,2.160295,False,False,False,True,False,False,True,False,False,8.0,False,False,True,False,False,False,Con encanto,100 de 100,True,True,True,True,True,False,False,False,12,2020-11-02 17:05:40.736166
Bed and Beach,2.5,4.5,4.5,4.5,4.5,4.5,66.0,,96 € - 703 €,133.0,80.0,38.0,11.0,3.0,1.0,2.0,71.0,11.0,La Vila Olímpica del Poblenou / Sant Martí / Ciutadella / Vila Olimpica,41.393986,2.198273,False,False,False,False,False,False,True,False,False,8.0,False,False,True,False,False,True,Familiar,96 de 100,True,False,False,True,False,False,False,False,14,2020-11-02 17:05:44.810027
Pensió Cerdanya,,4.5,4.5,4.5,4.5,4.5,60.0,,46 € - 87 €,94.0,57.0,28.0,8.0,0.0,1.0,0.0,391.0,59.0,El Ensanche (Eixample) / La Dreta de l'Eixample,41.392326,2.173638,False,False,False,False,False,False,True,False,False,7.0,True,False,True,False,False,True,Céntrico,100 de 100,True,True,False,True,True,False,False,False,13,2020-11-02 17:05:47.925710
Mercedes Heritage Barcelona Apartments,4.0,4.5,4.5,5.0,4.5,5.0,111.0,,173 € - 1.406 €,92.0,66.0,22.0,3.0,0.0,1.0,8.0,363.0,52.0,El Ensanche (Eixample) / L'Antiga Esquerra de l'Eixample,41.388039,2.15224,False,False,False,False,False,False,True,True,True,26.0,True,False,True,False,False,True,Barrio residencial,100 de 100,True,False,False,True,True,False,True,False,12,2020-11-02 17:05:51.826550
Vrabac Guesthouse,2.0,4.5,5.0,4.5,4.5,4.5,59.0,,,247.0,131.0,76.0,26.0,10.0,4.0,14.0,717.0,301.0,Ciutat Vella / Barrio Gòtico (Barri Gòtic) / El Congrés i els Indians,41.383186,2.172619,False,False,False,True,False,False,True,False,False,,False,False,True,False,False,True,Céntrico,100 de 100,False,False,False,False,False,False,False,False,12,2020-11-02 17:05:56.538632
The Bicycle Apartments,4.0,4.5,4.0,4.5,4.5,4.5,85.0,,106 € - 193 €,202.0,158.0,24.0,3.0,2.0,15.0,23.0,107.0,25.0,Sants-Montjuïc / La Bordeta,41.371853,2.140857,False,False,False,False,False,False,True,False,False,15.0,False,False,True,False,False,False,Moderno,100 de 100,False,True,True,True,True,False,False,False,10,2020-11-02 17:06:00.605640
